segment_id,avg_signal,min_signal,provider_best_signal,provider_redundancy_score,dead_zone_flag,risk_score,handover_risk,safe_flag,estimated_bandwidth_mbps
S04367,65.33,63.45,67.19,116.21,0,0.164,0.05,1,63.14
S04368,64.89,62.58,66.24,115.62,0,0.166,0.05,1,62.24
S04369,64.89,62.79,66.14,115.46,0,0.165,0.05,1,62.19
S04370,64.98,62.58,66.38,115.85,0,0.165,0.05,1,62.4
S04371,64.89,62.58,66.24,115.62,0,0.166,0.05,1,62.24
S04372,64.95,62.72,66.26,115.66,0,0.165,0.05,1,62.31
S04373,64.93,62.42,66.38,115.87,0,0.165,0.05,1,62.35
S04374,65.3,62.86,66.71,116.47,0,0.164,0.05,1,62.87
S04375,64.96,61.59,66.84,116.67,0,0.165,0.05,1,62.61
S04376,64.92,61.77,66.69,116.41,0,0.165,0.05,1,62.5
S04377,64.86,61.59,66.7,116.42,0,0.166,0.05,1,62.45
S04378,64.92,61.21,66.98,116.9,0,0.165,0.05,1,62.65
S04379,64.96,61.59,66.84,116.67,0,0.165,0.05,1,62.61
S04380,65.13,62.02,66.89,116.76,0,0.164,0.05,1,62.8
S04381,64.77,60.42,67.16,117.21,0,0.166,0.05,1,62.6
S04382,64.86,60.72,67.15,117.19,0,0.166,0.05,1,62.68
S04383,65.09,61.35,67.16,117.24,0,0.165,0.05,1,62.9
S04384,64.69,59.88,67.31,117.47,0,0.166,0.05,1,62.6
S04385,64.66,59.81,67.3,117.45,0,0.167,0.05,1,62.56
S04386,64.68,59.81,67.33,117.5,0,0.166,0.05,1,62.6
S04387,64.85,60.38,67.3,117.45,0,0.166,0.05,1,62.74
S04388,64.61,59.58,67.34,117.51,0,0.167,0.05,1,62.54
S04389,64.68,59.81,67.33,117.5,0,0.166,0.05,1,62.6
S04390,64.6,59.58,67.33,117.5,0,0.167,0.05,1,62.52
S04391,64.91,59.63,67.78,118.27,0,0.165,0.05,1,63.04
S04392,68.51,63.69,72.4,124.48,0,0.149,0.05,1,68.89
S04393,68.46,63.69,72.4,124.38,0,0.149,0.05,1,68.84
S04394,68.4,63.69,72.98,124.38,0,0.15,0.05,1,69.09
S04776,64.31,60.16,71.58,117.48,0,0.168,0.05,1,64.42
S04777,64.99,60.4,71.58,118.81,0,0.165,0.05,1,65.07
S04931,55.48,49.1,58.94,102.74,0,0.208,0.05,0,50.16
S04932,55.67,49.0,59.71,103.43,0,0.207,0.05,0,50.69
S06882,68.77,67.05,70.39,122.03,0,0.148,0.05,1,68.09
S06883,69.77,68.49,71.6,123.52,0,0.144,0.05,1,69.7
S06884,71.15,70.2,72.9,125.67,0,0.137,0.05,1,71.75
S06885,71.63,70.28,73.44,126.82,0,0.135,0.05,1,72.52
S06886,71.19,70.31,72.9,125.67,0,0.137,0.05,1,71.79
S06887,71.67,70.3,73.48,126.9,0,0.135,0.05,1,72.58
S06888,71.63,70.28,73.44,126.82,0,0.135,0.05,1,72.52
S06889,73.14,72.25,74.81,129.08,0,0.128,0.05,1,74.77
S06890,71.12,70.11,72.78,125.63,0,0.137,0.05,1,71.66
S06891,71.19,70.31,72.9,125.67,0,0.137,0.05,1,71.79
S06892,71.8,70.66,73.42,126.9,0,0.134,0.05,1,72.68
S06893,71.08,69.92,72.68,125.67,0,0.138,0.05,1,71.57
S06894,71.12,70.11,72.78,125.63,0,0.137,0.05,1,71.66
S06895,71.02,69.92,72.68,125.53,0,0.138,0.05,1,71.51
S09197,69.52,67.93,70.76,123.17,0,0.145,0.05,1,69.02
S09198,69.28,66.95,70.96,123.41,0,0.146,0.05,1,68.89
S09199,69.5,67.86,70.76,123.17,0,0.145,0.05,1,69.0
S09200,69.5,69.02,69.91,122.07,0,0.145,0.05,1,68.55
S09201,69.36,68.63,69.91,122.07,0,0.145,0.05,1,68.42
S09202,69.38,68.58,69.98,122.17,0,0.145,0.05,1,68.47
S09203,69.73,69.15,70.52,122.65,0,0.144,0.05,1,69.1
S09204,69.58,69.19,70.02,122.16,0,0.144,0.05,1,68.69
S09205,69.86,69.15,70.93,123.06,0,0.143,0.05,1,69.44
S09206,70.0,69.97,70.02,122.52,0,0.143,0.05,1,69.1
S09211,69.3,67.91,70.01,122.5,0,0.146,0.05,1,68.41
S09212,69.35,67.76,70.23,122.77,0,0.145,0.05,1,68.57
S09213,70.0,69.97,70.02,122.52,0,0.143,0.05,1,69.1
S09214,66.8,65.5,67.47,118.03,0,0.157,0.05,1,64.68
S09215,66.78,65.79,67.3,117.73,0,0.157,0.05,1,64.57
S09216,66.7,65.5,67.33,117.79,0,0.157,0.05,1,64.51
S09217,66.58,64.82,67.49,118.06,0,0.158,0.05,1,64.48
S09218,66.8,65.5,67.47,118.03,0,0.157,0.05,1,64.68
S09219,66.57,64.82,67.47,118.03,0,0.158,0.05,1,64.46
S09220,66.56,64.49,67.63,118.31,0,0.158,0.05,1,64.53
S09221,66.56,64.41,67.66,118.36,0,0.158,0.05,1,64.55
S09222,66.51,64.2,67.7,118.42,0,0.158,0.05,1,64.52
S09223,66.48,63.28,68.12,119.16,0,0.158,0.05,1,64.71
S09224,66.49,63.28,68.12,119.16,0,0.158,0.05,1,64.72
S09225,66.99,64.02,68.68,119.87,0,0.156,0.05,1,65.49
S09226,67.04,64.11,68.74,119.95,0,0.156,0.05,1,65.56
S09227,67.11,64.31,68.74,119.95,0,0.156,0.05,1,65.63
S10173,66.33,60.62,77.12,123.07,0,0.159,0.05,1,69.25
S10174,66.44,60.23,77.84,123.78,0,0.158,0.05,1,69.73
S10175,66.9,61.98,75.19,122.83,0,0.156,0.05,1,68.79
S10209,66.29,60.45,77.12,123.11,0,0.159,0.05,1,69.21
S10210,66.53,60.45,77.65,123.77,0,0.158,0.05,1,69.72
S10315,57.94,54.95,59.58,104.05,0,0.197,0.05,1,52.62
S10316,58.38,55.51,59.96,104.7,0,0.195,0.05,1,53.19
S10736,59.91,57.49,61.29,107.01,0,0.188,0.05,1,55.2
S11030,75.23,73.08,76.43,133.57,0,0.119,0.05,1,77.77
S11031,67.63,67.44,67.79,118.53,0,0.153,0.05,1,65.64
S11032,68.96,67.69,70.19,121.94,0,0.147,0.05,1,68.17
S11033,68.18,66.48,69.32,120.87,0,0.151,0.05,1,66.96
S11034,68.18,66.48,69.32,120.87,0,0.151,0.05,1,66.96
S11035,69.12,64.69,77.87,126.46,0,0.146,0.05,1,72.4
S11036,71.03,69.74,72.59,125.66,0,0.138,0.05,1,71.47
S11037,70.96,69.74,72.37,125.44,0,0.138,0.05,1,71.28
S11038,68.61,65.41,74.93,124.05,0,0.149,0.05,1,70.33
S11039,68.85,65.35,75.75,124.85,0,0.148,0.05,1,71.0
S11181,64.23,55.66,68.86,119.99,0,0.168,0.05,1,62.95
S11182,64.22,55.74,68.79,119.89,0,0.169,0.05,1,62.91
S11183,63.7,55.36,68.18,118.84,0,0.171,0.05,1,62.11
S11285,65.92,62.83,67.63,118.09,0,0.161,0.05,1,63.93
S11286,65.77,62.39,67.64,118.1,0,0.162,0.05,1,63.79
S11287,66.78,65.79,68.49,118.04,0,0.157,0.05,1,65.19
S12151,65.65,64.83,66.24,115.66,0,0.162,0.05,1,62.96
S12152,65.57,64.53,66.27,115.7,0,0.162,0.05,1,62.9
S12153,63.86,56.84,67.61,117.95,0,0.17,0.05,1,61.97
S12154,63.95,56.84,67.75,118.19,0,0.17,0.05,1,62.12
S12155,63.16,55.06,67.51,117.7,0,0.173,0.05,1,61.26
S12156,63.16,55.06,67.51,117.7,0,0.173,0.05,1,61.26
S12163,65.52,61.66,67.64,118.09,0,0.163,0.05,1,63.55
S12167,40.83,37.34,43.84,92.32,0,0.318,0.05,0,31.82
S12169,62.65,55.56,66.46,115.91,0,0.176,0.05,1,60.26
S12171,62.82,56.49,66.24,115.54,0,0.175,0.05,1,60.31
S12182,41.25,37.99,44.71,92.88,0,0.316,0.05,0,32.48
S12184,41.48,38.32,45.26,93.2,0,0.315,0.05,0,32.87
S12186,41.7,38.17,46.12,94.02,0,0.314,0.05,0,33.38
S15471,67.49,67.27,67.86,118.37,0,0.154,0.05,1,65.54
S15472,67.42,67.13,67.92,118.33,0,0.154,0.05,1,65.51
S15473,68.26,66.62,71.51,121.5,0,0.15,0.05,1,68.18
S15474,67.74,66.72,69.73,119.81,0,0.153,0.05,1,66.75
S15475,67.8,66.62,70.13,120.12,0,0.152,0.05,1,67.02
S15476,68.0,66.2,71.58,121.24,0,0.152,0.05,1,67.97
S15477,67.86,66.43,70.73,120.55,0,0.152,0.05,1,67.39
S15478,68.94,65.95,74.82,124.37,0,0.147,0.05,1,70.59
S15479,68.26,65.95,72.76,122.3,0,0.15,0.05,1,68.84
S15480,66.77,61.34,69.79,121.68,0,0.157,0.05,1,65.85
S15481,66.08,59.32,69.79,121.64,0,0.16,0.05,1,65.19
S16754,64.35,63.07,66.68,114.15,0,0.168,0.05,1,61.96
S16755,52.59,50.28,57.14,104.13,0,0.243,0.05,1,46.84
S16756,62.27,61.37,63.87,110.04,0,0.177,0.05,1,58.62
S16757,62.27,61.37,63.87,110.04,0,0.177,0.05,1,58.62
S16760,64.99,63.99,66.78,114.93,0,0.165,0.05,1,62.61
S16761,64.16,63.59,65.04,112.92,0,0.169,0.05,1,60.95
S16762,64.33,63.61,65.55,113.43,0,0.168,0.05,1,61.37
S16763,64.2,63.64,65.07,112.98,0,0.169,0.05,1,61.01
S16764,64.27,63.64,65.29,113.2,0,0.168,0.05,1,61.18
S16765,60.98,59.77,61.73,107.81,0,0.183,0.05,1,56.38
S16766,61.21,59.65,62.15,108.52,0,0.182,0.05,1,56.8
S16767,61.52,60.41,62.22,108.67,0,0.181,0.05,1,57.12
S16768,61.48,59.94,62.4,108.97,0,0.181,0.05,1,57.17
S16780,62.23,60.9,63.05,110.1,0,0.177,0.05,1,58.17
S16782,61.43,58.68,62.97,109.94,0,0.181,0.05,1,57.4
S16783,61.24,58.54,62.76,109.56,0,0.182,0.05,1,57.13
S16784,62.07,60.57,62.98,109.98,0,0.178,0.05,1,57.99
S16785,62.07,60.57,62.98,109.98,0,0.178,0.05,1,57.99
S16786,64.83,61.45,68.52,116.91,0,0.166,0.05,1,63.35
S16787,65.49,61.76,69.87,118.5,0,0.163,0.05,1,64.66
S16788,65.62,61.66,69.5,118.79,0,0.162,0.05,1,64.6
S16789,66.29,62.3,71.87,120.39,0,0.159,0.05,1,66.46
S16790,65.61,61.88,70.25,118.78,0,0.162,0.05,1,64.97
S16791,64.79,61.65,69.09,116.81,0,0.166,0.05,1,63.6
S16792,66.87,64.29,69.5,119.61,0,0.157,0.05,1,65.79
S16793,66.92,64.29,69.77,119.79,0,0.156,0.05,1,65.98
S16794,67.3,62.94,72.98,122.45,0,0.155,0.05,1,68.02
S16795,67.48,63.3,72.98,122.6,0,0.154,0.05,1,68.19
S16796,67.26,62.94,73.53,122.52,0,0.155,0.05,1,68.27
S16797,41.75,38.87,45.53,93.44,0,0.314,0.05,0,33.18
S16798,41.7,38.75,45.58,93.43,0,0.314,0.05,0,33.16
S16799,41.77,38.98,45.53,93.4,0,0.314,0.05,0,33.2
S16823,57.59,54.54,59.25,103.48,0,0.198,0.05,1,52.15
S16824,57.59,54.54,59.25,103.48,0,0.198,0.05,1,52.15
S16825,56.73,53.09,58.68,102.5,0,0.202,0.05,1,51.13
S16826,56.73,53.09,58.68,102.5,0,0.202,0.05,1,51.13
S16827,57.02,53.76,58.78,102.68,0,0.201,0.05,1,51.43
S16828,59.4,58.53,59.94,104.73,0,0.19,0.05,1,54.09
S16829,59.45,58.61,59.98,104.81,0,0.19,0.05,1,54.16
S16830,59.72,59.46,59.95,104.77,0,0.189,0.05,1,54.38
S16831,59.27,58.39,59.82,104.53,0,0.191,0.05,1,53.92
S16832,59.56,59.2,59.82,104.55,0,0.189,0.05,1,54.18
S16833,59.26,58.38,59.81,104.51,0,0.191,0.05,1,53.9
S16834,59.08,58.11,59.67,104.27,0,0.192,0.05,1,53.68
S16835,59.13,58.18,59.7,104.33,0,0.191,0.05,1,53.74
S16836,59.36,58.89,59.69,104.33,0,0.19,0.05,1,53.94
S16837,58.9,57.33,59.8,104.48,0,0.192,0.05,1,53.58
S16838,58.97,57.53,59.8,104.48,0,0.192,0.05,1,53.64
S16839,59.01,57.54,59.87,104.6,0,0.192,0.05,1,53.71
S16840,59.12,57.88,59.86,104.58,0,0.191,0.05,1,53.8
S16841,57.65,55.72,58.69,102.59,0,0.198,0.05,1,51.94
S16842,57.82,56.05,58.79,102.76,0,0.197,0.05,1,52.14
S16843,57.71,55.9,58.69,102.59,0,0.198,0.05,1,51.99
S16844,57.41,55.28,58.56,102.36,0,0.199,0.05,1,51.67
S16845,57.44,55.41,58.52,102.3,0,0.199,0.05,1,51.68
S16897,56.54,53.21,58.31,101.89,0,0.203,0.05,1,50.79
S16900,57.13,54.25,58.67,102.52,0,0.2,0.05,1,51.47
S16901,57.08,54.16,58.64,102.46,0,0.201,0.05,1,51.42
S16902,57.08,54.16,58.64,102.46,0,0.201,0.05,1,51.42
S16903,57.35,54.65,58.81,102.76,0,0.199,0.05,1,51.73
S16904,57.34,54.62,58.8,102.74,0,0.199,0.05,1,51.72
S16905,57.34,54.62,58.8,102.74,0,0.199,0.05,1,51.72
S16906,57.62,55.14,58.97,103.04,0,0.198,0.05,1,52.05
S16907,57.62,55.14,58.97,103.04,0,0.198,0.05,1,52.05
S16908,57.77,55.49,59.02,103.12,0,0.198,0.05,1,52.2
S16910,56.77,53.74,58.39,102.03,0,0.202,0.05,1,51.03
S16922,57.08,54.61,58.4,102.08,0,0.201,0.05,1,51.3
S16923,57.19,54.85,58.43,102.14,0,0.2,0.05,1,51.41
S16927,57.4,53.77,59.37,103.67,0,0.199,0.05,1,52.04
S16928,57.3,53.62,59.29,103.54,0,0.2,0.05,1,51.92
S16929,57.21,53.43,59.26,103.48,0,0.2,0.05,1,51.82
S16930,57.33,53.57,59.36,103.65,0,0.2,0.05,1,51.98
S16931,57.21,53.43,59.26,103.48,0,0.2,0.05,1,51.82
S16932,57.68,54.43,59.46,103.83,0,0.198,0.05,1,52.33
S16933,57.48,54.0,59.37,103.67,0,0.199,0.05,1,52.11
S16934,57.56,54.23,59.37,103.68,0,0.198,0.05,1,52.18
S16935,57.48,54.0,59.37,103.67,0,0.199,0.05,1,52.11
S16936,57.75,54.58,59.47,103.86,0,0.198,0.05,1,52.4
S16937,57.94,54.95,59.58,104.05,0,0.197,0.05,1,52.62
S16938,57.75,54.58,59.47,103.86,0,0.198,0.05,1,52.4
S16939,57.68,54.43,59.46,103.83,0,0.198,0.05,1,52.33
S16940,57.75,54.58,59.47,103.86,0,0.198,0.05,1,52.4
S16941,57.69,54.43,59.46,103.84,0,0.198,0.05,1,52.34
S16942,57.56,53.98,59.5,103.89,0,0.198,0.05,1,52.25
S16943,57.4,53.77,59.37,103.67,0,0.199,0.05,1,52.04
S16944,57.41,53.95,59.29,103.54,0,0.199,0.05,1,52.01
S16945,57.56,54.23,59.37,103.68,0,0.198,0.05,1,52.18
S16946,57.55,54.32,59.3,103.57,0,0.199,0.05,1,52.14
S16947,57.42,53.95,59.29,103.55,0,0.199,0.05,1,52.02
S16948,56.6,52.24,58.94,102.91,0,0.203,0.05,1,51.14
S16949,56.63,52.47,58.86,102.78,0,0.203,0.05,1,51.13
S16950,56.81,53.04,58.83,102.75,0,0.202,0.05,1,51.27
S16951,56.71,52.81,58.8,102.69,0,0.202,0.05,1,51.17
S16952,56.71,52.81,58.8,102.69,0,0.202,0.05,1,51.17
S16953,57.1,53.49,59.04,103.11,0,0.201,0.05,1,51.62
S16954,57.08,53.68,58.91,102.9,0,0.201,0.05,1,51.54
S16955,57.08,53.68,58.91,102.9,0,0.201,0.05,1,51.54
S16976,59.22,55.93,63.34,107.13,0,0.191,0.05,1,55.58
S16977,59.57,56.18,64.08,107.91,0,0.189,0.05,1,56.25
S16978,59.17,55.82,63.32,107.09,0,0.191,0.05,1,55.52
S16984,59.17,55.82,63.32,107.09,0,0.191,0.05,1,55.52
S17043,56.41,51.21,59.18,103.3,0,0.204,0.05,1,51.08
S17044,56.33,51.1,59.12,103.21,0,0.204,0.05,1,50.98
S17045,56.44,51.38,59.15,103.25,0,0.204,0.05,1,51.1
S17046,56.64,51.58,59.35,103.6,0,0.203,0.05,1,51.37
S17047,56.64,51.58,59.35,103.6,0,0.203,0.05,1,51.37
S17048,56.88,52.0,59.49,103.85,0,0.202,0.05,1,51.64
S17049,58.01,54.78,59.78,104.39,0,0.196,0.05,1,52.78
S17050,58.97,57.53,59.8,104.48,0,0.192,0.05,1,53.64
S17051,59.01,57.66,59.8,104.47,0,0.192,0.05,1,53.68
S17052,58.97,57.53,59.8,104.47,0,0.192,0.05,1,53.64
S17053,59.01,57.67,59.78,104.45,0,0.192,0.05,1,53.67
S17054,59.03,57.76,59.78,104.44,0,0.192,0.05,1,53.68
S17055,59.0,57.67,59.78,104.44,0,0.192,0.05,1,53.66
S17056,59.0,57.76,59.73,104.37,0,0.192,0.05,1,53.63
S17057,59.03,57.76,59.78,104.44,0,0.192,0.05,1,53.68
S17058,59.16,58.12,59.78,104.46,0,0.191,0.05,1,53.8
S17059,59.0,57.76,59.73,104.37,0,0.192,0.05,1,53.63
S17060,58.96,57.69,59.7,104.31,0,0.192,0.05,1,53.58
S17061,58.96,57.69,59.7,104.31,0,0.192,0.05,1,53.58
S17062,58.96,57.69,59.7,104.31,0,0.192,0.05,1,53.58
S17063,58.78,57.42,59.57,104.09,0,0.193,0.05,1,53.36
S17064,58.78,57.42,59.57,104.09,0,0.193,0.05,1,53.36
S17065,58.52,56.98,59.4,103.79,0,0.194,0.05,1,53.05
S17066,58.48,56.91,59.37,103.74,0,0.194,0.05,1,53.0
S17067,58.54,57.06,59.39,103.77,0,0.194,0.05,1,53.06
S17068,58.48,56.91,59.37,103.74,0,0.194,0.05,1,53.0
S17069,58.23,56.49,59.2,103.44,0,0.195,0.05,1,52.7
S17070,58.07,56.21,59.1,103.27,0,0.196,0.05,1,52.51
S17071,58.19,56.51,59.13,103.34,0,0.196,0.05,1,52.63
S17072,58.07,56.21,59.1,103.27,0,0.196,0.05,1,52.51
S17073,57.67,55.54,58.82,102.79,0,0.198,0.05,1,52.02
S17074,57.5,55.16,58.77,102.7,0,0.199,0.05,1,51.85
S17075,57.82,55.74,58.96,103.03,0,0.197,0.05,1,52.22
S17076,57.97,56.32,58.88,102.91,0,0.197,0.05,1,52.31
S17077,57.99,56.36,58.89,102.94,0,0.197,0.05,1,52.34
S17078,57.97,56.32,58.88,102.91,0,0.197,0.05,1,52.31
S17079,59.56,59.2,59.82,104.55,0,0.189,0.05,1,54.18
S17080,59.72,59.46,59.95,104.77,0,0.189,0.05,1,54.38
S17081,59.56,59.2,59.82,104.55,0,0.189,0.05,1,54.18
S17082,58.96,58.2,59.42,103.86,0,0.192,0.05,1,53.45
S17083,59.17,58.55,59.56,104.1,0,0.191,0.05,1,53.7
S17084,58.96,58.2,59.42,103.86,0,0.192,0.05,1,53.45
S17085,59.11,58.56,59.45,103.93,0,0.192,0.05,1,53.6
S17086,58.37,57.17,59.04,103.21,0,0.195,0.05,1,52.74
S17087,58.37,57.17,59.04,103.21,0,0.195,0.05,1,52.74
S17088,58.53,57.47,59.14,103.39,0,0.194,0.05,1,52.93
S17089,57.71,55.9,58.69,102.59,0,0.198,0.05,1,51.99
S17090,57.89,56.27,58.76,102.73,0,0.197,0.05,1,52.19
S17091,57.69,55.9,58.65,102.54,0,0.198,0.05,1,51.96
S17092,57.58,55.55,58.68,102.57,0,0.198,0.05,1,51.87
S17093,57.69,55.9,58.65,102.54,0,0.198,0.05,1,51.96
S17094,60.37,60.3,60.52,105.75,0,0.186,0.05,1,55.24
S17095,60.37,60.3,60.52,105.75,0,0.186,0.05,1,55.24
S17096,60.23,59.9,60.5,105.71,0,0.186,0.05,1,55.11
S17097,60.49,60.31,60.69,106.04,0,0.185,0.05,1,55.43
S17098,60.08,59.67,60.4,105.54,0,0.187,0.05,1,54.92
S17099,60.23,60.15,60.37,105.49,0,0.186,0.05,1,55.04
S17100,59.98,59.5,60.33,105.42,0,0.188,0.05,1,54.8
S17101,60.23,60.15,60.37,105.49,0,0.186,0.05,1,55.04
S17102,60.23,60.15,60.37,105.49,0,0.186,0.05,1,55.04
S17103,60.3,60.22,60.43,105.61,0,0.186,0.05,1,55.14
S17104,60.12,60.01,60.28,105.34,0,0.187,0.05,1,54.9
S17105,60.23,60.15,60.37,105.49,0,0.186,0.05,1,55.04
S17106,60.13,60.01,60.29,105.35,0,0.187,0.05,1,54.92
S17107,60.02,59.88,60.19,105.18,0,0.187,0.05,1,54.77
S17108,60.12,60.01,60.28,105.34,0,0.187,0.05,1,54.9
S17109,60.03,59.88,60.21,105.2,0,0.187,0.05,1,54.79
S17110,59.79,59.19,60.21,105.2,0,0.188,0.05,1,54.57
S17111,59.98,59.5,60.33,105.42,0,0.188,0.05,1,54.8
S17112,60.03,59.88,60.21,105.2,0,0.187,0.05,1,54.79
S17113,59.59,58.83,60.07,104.96,0,0.189,0.05,1,54.32
S17114,59.79,59.19,60.21,105.2,0,0.188,0.05,1,54.57
S17115,59.89,59.7,60.08,104.99,0,0.188,0.05,1,54.6
S17116,59.89,59.7,60.08,104.99,0,0.188,0.05,1,54.6
S17117,60.02,59.88,60.19,105.18,0,0.187,0.05,1,54.77
S17118,59.89,59.7,60.08,104.99,0,0.188,0.05,1,54.6
S17119,59.72,59.46,59.95,104.77,0,0.189,0.05,1,54.38
S17120,59.89,59.7,60.08,104.99,0,0.188,0.05,1,54.6
S17121,59.72,59.46,59.95,104.77,0,0.189,0.05,1,54.38
S17122,59.84,59.78,59.96,104.79,0,0.188,0.05,1,54.5
S17123,59.36,58.89,59.69,104.33,0,0.19,0.05,1,53.94
S17124,59.56,59.2,59.82,104.55,0,0.189,0.05,1,54.18
S17125,59.36,58.89,59.69,104.33,0,0.19,0.05,1,53.94
S17126,59.17,58.55,59.56,104.1,0,0.191,0.05,1,53.7
S17127,59.36,58.89,59.69,104.33,0,0.19,0.05,1,53.94
S17128,59.17,58.55,59.56,104.1,0,0.191,0.05,1,53.7
S17129,58.92,57.87,59.54,104.05,0,0.192,0.05,1,53.47
S17130,59.07,58.09,59.66,104.26,0,0.192,0.05,1,53.66
S17131,59.17,58.55,59.56,104.1,0,0.191,0.05,1,53.7
S17132,58.75,57.62,59.41,103.83,0,0.193,0.05,1,53.26
S17133,58.83,57.74,59.47,103.94,0,0.193,0.05,1,53.36
S17134,58.96,58.2,59.42,103.86,0,0.192,0.05,1,53.45
S17135,58.73,57.81,59.27,103.61,0,0.193,0.05,1,53.17
S17136,58.96,58.2,59.42,103.86,0,0.192,0.05,1,53.45
S17137,58.74,57.81,59.29,103.62,0,0.193,0.05,1,53.19
S17138,58.65,57.47,59.34,103.71,0,0.194,0.05,1,53.14
S17139,58.74,57.81,59.29,103.62,0,0.193,0.05,1,53.19
S17140,58.59,57.37,59.29,103.61,0,0.194,0.05,1,53.06
S17141,58.73,57.81,59.27,103.61,0,0.193,0.05,1,53.17
S17142,58.53,57.47,59.15,103.39,0,0.194,0.05,1,52.94
S17143,58.53,57.47,59.14,103.39,0,0.194,0.05,1,52.93
S17144,58.75,57.94,59.22,103.53,0,0.193,0.05,1,53.17
S17145,58.38,57.03,59.15,103.38,0,0.195,0.05,1,52.8
S17146,58.41,57.07,59.16,103.4,0,0.195,0.05,1,52.84
S17147,58.53,57.47,59.15,103.39,0,0.194,0.05,1,52.94
S17148,58.22,56.75,59.04,103.19,0,0.196,0.05,1,52.61
S17149,58.31,56.9,59.09,103.29,0,0.195,0.05,1,52.71
S17150,58.37,57.17,59.04,103.21,0,0.195,0.05,1,52.74
S17151,58.22,56.9,58.95,103.06,0,0.196,0.05,1,52.57
S17152,58.37,57.17,59.04,103.21,0,0.195,0.05,1,52.74
S17153,58.23,56.9,58.97,103.08,0,0.195,0.05,1,52.59
S17154,58.12,56.58,58.97,103.08,0,0.196,0.05,1,52.49
S17155,58.19,56.71,59.02,103.16,0,0.196,0.05,1,52.57
S17156,58.23,56.9,58.97,103.08,0,0.195,0.05,1,52.59
S17157,58.08,56.61,58.89,102.94,0,0.196,0.05,1,52.42
S17158,58.06,56.61,58.87,102.91,0,0.196,0.05,1,52.39
S17159,58.22,56.9,58.95,103.06,0,0.196,0.05,1,52.57
S17160,57.99,56.36,58.89,102.94,0,0.197,0.05,1,52.34
S17161,58.12,56.58,58.97,103.08,0,0.196,0.05,1,52.49
S17162,58.08,56.61,58.89,102.94,0,0.196,0.05,1,52.42
S17163,57.82,56.05,58.79,102.76,0,0.197,0.05,1,52.14
S17164,57.97,56.32,58.88,102.91,0,0.197,0.05,1,52.31
S17165,57.9,56.27,58.79,102.76,0,0.197,0.05,1,52.21
S17166,57.9,56.27,58.79,102.76,0,0.197,0.05,1,52.21
S17167,57.89,56.27,58.76,102.73,0,0.197,0.05,1,52.19
S17168,58.06,56.61,58.87,102.91,0,0.196,0.05,1,52.39
S17169,58.49,57.21,59.22,103.5,0,0.194,0.05,1,52.94
S17170,58.49,57.21,59.22,103.5,0,0.194,0.05,1,52.94
S17171,58.59,57.37,59.29,103.61,0,0.194,0.05,1,53.06
S17172,56.16,51.8,58.48,102.14,0,0.205,0.05,1,50.54
S17173,56.28,52.07,58.53,102.21,0,0.204,0.05,1,50.66
S17174,56.17,51.8,58.48,102.15,0,0.205,0.05,1,50.54
S17175,56.28,52.01,58.55,102.25,0,0.204,0.05,1,50.67
S17176,55.97,51.01,58.48,102.29,0,0.206,0.05,1,50.37
S17177,56.07,51.33,58.5,102.28,0,0.205,0.05,1,50.47
S17178,56.17,51.66,58.47,102.25,0,0.205,0.05,1,50.54
S17179,56.03,50.75,58.85,102.71,0,0.205,0.05,1,50.6
S17180,56.05,50.92,58.85,102.64,0,0.205,0.05,1,50.61
S17181,57.59,54.54,59.25,103.48,0,0.198,0.05,1,52.15
S17182,57.39,54.03,59.21,103.41,0,0.199,0.05,1,51.96
S17183,57.39,54.03,59.21,103.41,0,0.199,0.05,1,51.96
S17184,57.55,54.32,59.3,103.57,0,0.199,0.05,1,52.14
S17185,56.49,52.4,58.67,102.46,0,0.203,0.05,1,50.91
S17186,56.49,52.4,58.67,102.46,0,0.203,0.05,1,50.91
S17187,56.71,52.81,58.8,102.69,0,0.202,0.05,1,51.17
S17199,57.01,54.04,58.6,102.39,0,0.201,0.05,1,51.34
S17200,56.78,53.62,58.46,102.14,0,0.202,0.05,1,51.07
S17201,56.78,53.62,58.46,102.14,0,0.202,0.05,1,51.07
S17203,56.29,52.5,58.31,101.87,0,0.204,0.05,1,50.57
S17204,56.15,52.07,58.31,101.85,0,0.205,0.05,1,50.45
S17205,56.46,52.78,58.42,102.06,0,0.203,0.05,1,50.77
S17206,56.84,53.46,58.64,102.45,0,0.202,0.05,1,51.21
S17207,56.9,53.6,58.66,102.48,0,0.201,0.05,1,51.27
S17208,56.84,53.46,58.64,102.45,0,0.202,0.05,1,51.21
S17209,56.54,52.76,58.56,102.29,0,0.203,0.05,1,50.9
S17210,56.84,53.46,58.64,102.45,0,0.202,0.05,1,51.21
S17211,59.55,58.76,60.05,104.92,0,0.19,0.05,1,54.28
S17212,59.59,58.83,60.07,104.96,0,0.189,0.05,1,54.32
S17213,59.55,58.76,60.05,104.92,0,0.19,0.05,1,54.28
S17214,56.03,50.92,58.8,102.58,0,0.205,0.05,1,50.57
S17215,55.99,50.86,58.8,102.54,0,0.206,0.05,1,50.54
S17216,55.97,50.67,58.94,102.67,0,0.206,0.05,1,50.59
S17217,56.06,50.67,59.19,102.92,0,0.205,0.05,1,50.78
S17218,56.09,51.44,58.47,102.24,0,0.205,0.05,1,50.47
